Mod:Item:MetaData, Localized Name
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:2, Vault Item Box
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:3, Vault Redstone Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:4, Vault Liquid Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:5, Vault EU Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:6, Vault RF Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:7, Vault Power Pass
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:vault:13, Vault Window
multistorage:stone_storage:0, Stone Storage Upgrade
multistorage:stone_storage:1, Stone Storage
multistorage:stone_storage:2, Dense Stone Storage
multistorage:stone_storage:3, Chameleon Storage
multistorage:stone_storage:4, Dense Chameleon Storage
multistorage:stone_storage:5, Stone Junkbox
multistorage:stone_storage:6, Dense Stone Junkbox
multistorage:stone_storage:7, Stone Queue
multistorage:stone_storage:8, Dense Stone Queue
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_chest:0, EnderLink Chest
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:0, EnderLink Bag
multistorage:ender_bag:2, EnderBag
multistorage:cloud_storage:0, Cloud Storage Upgrade
multistorage:cloud_storage:1, Cloud Storage
multistorage:cloud_storage:2, Dense Cloud Storage
multistorage:cloud_storage:3, Vapor Storage
multistorage:cloud_storage:4, Dense Vapor Storage
multistorage:cloud_storage:5, Cloud Junkbox
multistorage:cloud_storage:6, Dense Cloud Junkbox
multistorage:cloud_storage:7, Cloud Queue
multistorage:cloud_storage:8, Dense Cloud Queue
multistorage:cloud_hopper, Cloud Hopper
naturescompass:naturescompass, Nature's Compass
nex:item_brick_nether:0, Fiery Nether Brick
nex:item_brick_nether:1, Icy Nether Brick
nex:item_brick_nether:2, Lively Nether Brick
nex:item_brick_nether:3, Gloomy Nether Brick
nex:item_bone_wither, Wither Bone
nex:item_dust_wither, Wither Dust
nex:item_hide_salamander:0, Orange Salamander Hide
nex:item_hide_salamander:1, Black Salamander Hide
nex:item_crystal_amethyst, Nether Amethyst Crystal
nex:item_crystal_rime, Nether Rime Crystal
nex:item_crystal_rime_steel, Rime and Steel
nex:item_spore, Spore
nex:item_fang_spider_bone, Frost Fang
nex:item_tear_ghast_queen, Ghast Queen Tears
nex:item_boat_obsidian, Obsidian Boat
nex:food_meat_ghast_raw, Raw Ghast Meat
nex:food_meat_ghast_cooked, Cooked Ghast Meat
nex:food_congealed_magma_cream, Congealed Magma Cream
nex:food_mushroom_enoki, Enoki Mushroom
nex:tool_sword_bone, Golden Bone Sword
nex:tool_pickaxe_bone, Golden Bone Pickaxe
nex:tool_shovel_bone, Golden Bone Shovel
nex:tool_axe_bone, Golden Bone Axe
nex:tool_hoe_bone, Golden Bone Hoe
nex:tool_hammer_bone, Golden Bone Hammer
nex:armor_helmet_bone, Bone Helmet
nex:armor_chestplate_bone, Bone Chestplate
nex:armor_leggings_bone, Bone Leggings
nex:armor_boots_bone, Bone Boots
nex:armor_helmet_hide_salamander, Salamander Hide Helmet
nex:armor_chestplate_hide_salamander, Salamander Hide Chestplate
nex:armor_leggings_hide_salamander, Salamander Hide Leggings
nex:armor_boots_hide_salamander, Salamander Hide Boots
nex:block_basalt:0, Basalt
nex:block_basalt:1, Smooth Basalt
nex:block_basalt:2, Basalt Bricks
nex:block_basalt:3, Basalt Pillar
nex:block_netherrack:0, Fiery Netherrack
nex:block_netherrack:1, Icy Netherrack
nex:block_netherrack:2, Lively Netherrack
nex:block_netherrack:3, Gloomy Netherrack
nex:block_brick_nether:0, Fiery Nether Bricks
nex:block_brick_nether:1, Icy Nether Bricks
nex:block_brick_nether:2, Lively Nether Bricks
nex:block_brick_nether:3, Gloomy Nether Bricks
nex:block_netherrack_path:0, Trodden Netherrack
nex:block_netherrack_path:1, Fiery Trodden Netherrack
nex:block_netherrack_path:2, Icy Trodden Netherrack
nex:block_netherrack_path:3, Lively Trodden Netherrack
nex:block_netherrack_path:4, Gloomy Trodden Netherrack
nex:block_hyphae, Hyphae
nex:block_sand_soul_tilled, Tilled Soul Sand
nex:block_glass_soul, Soul Glass
nex:block_glass_pane_soul, Soul Glass Pane
nex:block_amethyst, Nether Amethyst Block
nex:block_rime, Nether Rime Block
nex:block_ice_frostburn, Frostburn Ice
nex:block_bone_sliver, Bone Sliver
nex:block_bone_chunk, Bone Chunk
nex:block_iron_worn, Worn Iron Block
nex:tile_urn_sorrow:0, Urn of Sorrow
nex:tile_urn_sorrow:1, Urn of Sorrow
nex:ore_quartz:0, Fiery Quartz Ore
nex:ore_quartz:1, Icy Quartz Ore
nex:ore_quartz:2, Lively Quartz Ore
nex:ore_quartz:3, Gloomy Quartz Ore
nex:ore_amethyst, Nether Amethyst Ore
nex:ore_rime, Nether Rime Ore
nex:plant_mushroom_elder:0, Brown Elder Mushroom
nex:plant_mushroom_elder:1, Red Elder Mushroom
nex:plant_mushroom_elder_cap:0, Brown Elder Mushroom Cap
nex:plant_mushroom_elder_cap:1, Red Elder Mushroom Cap
nex:plant_mushroom_elder_stem, Elder Mushroom Stem
nex:plant_mushroom_enoki_stem, Enoki Mushroom Stem
nex:plant_mushroom_enoki_cap, Enoki Mushroom Cap
nex:plant_thornstalk:0, Thornstalk
nex:fluid_ichor, Ichor
nex:slab_vanilla:0, Red Nether Brick Slab
nex:slab_basalt:0, Basalt Slab
nex:slab_basalt:1, Smooth Basalt Slab
nex:slab_basalt:2, Basalt Brick Slab
nex:slab_basalt:3, Basalt Pillar Slab
nex:slab_brick_nether:0, Fiery Nether Brick Slab
nex:slab_brick_nether:1, Icy Nether Brick Slab
nex:slab_brick_nether:2, Lively Nether Brick Slab
nex:slab_brick_nether:3, Gloomy Nether Brick Slab
nex:slab_vanilla_double:0, Red Nether Brick Slabs
nex:slab_basalt_double:0, Basalt Slabs
nex:slab_basalt_double:1, Smooth Basalt Slabs
nex:slab_basalt_double:2, Basalt Brick Slabs
nex:slab_basalt_double:3, Basalt Pillar Slabs
nex:slab_brick_nether_double:0, Fiery Nether Brick Slabs
nex:slab_brick_nether_double:1, Icy Nether Brick Slabs
nex:slab_brick_nether_double:2, Lively Nether Brick Slabs
nex:slab_brick_nether_double:3, Gloomy Nether Brick Slabs
nex:stairs_brick_nether_red, Red Nether Brick Stairs
nex:stairs_brick_nether_fiery, Fiery Nether Brick Stairs
nex:stairs_brick_nether_icy, Icy Nether Brick Stairs
nex:stairs_brick_nether_lively, Lively Nether Brick Stairs
nex:stairs_brick_nether_gloomy, Gloomy Nether Brick Stairs
nex:stairs_basalt_normal, Basalt Stairs
nex:stairs_basalt_smooth, Smooth Basalt Stairs
nex:stairs_basalt_brick, Basalt Brick Stairs
nex:stairs_basalt_pillar, Basalt Pillar Stairs
nex:wall_vanilla:0, Quartz Wall
nex:wall_vanilla:1, Nether Brick Wall
nex:wall_vanilla:2, Red Nether Brick Wall
nex:wall_basalt:0, Basalt Wall
nex:wall_basalt:1, Smooth Basalt Wall
nex:wall_basalt:2, Basalt Brick Wall
nex:wall_basalt:3, Basalt Pillar Wall
nex:wall_brick_nether:0, Fiery Nether Brick Wall
nex:wall_brick_nether:1, Icy Nether Brick Wall
nex:wall_brick_nether:2, Lively Nether Brick Wall
nex:wall_brick_nether:3, Gloomy Nether Brick Wall
nex:fence_vanilla:0, Quartz Fence
nex:fence_vanilla:1, Red Nether Brick Fence
nex:fence_basalt:0, Basalt Fence
nex:fence_basalt:1, Smooth Basalt Fence
nex:fence_basalt:2, Basalt Brick Fence
nex:fence_basalt:3, Basalt Pillar Fence
nex:fence_brick_nether:0, Fiery Nether Brick Fence
nex:fence_brick_nether:1, Icy Nether Brick Fence
nex:fence_brick_nether:2, Lively Nether Brick Fence
nex:fence_brick_nether:3, Gloomy Nether Brick Fence
nex:fence_gate_quartz, Quartz Fence Gate
nex:fence_gate_brick_nether, Nether Brick Fence Gate
nex:fence_gate_brick_nether_red, Red Nether Brick Fence Gate
nex:fence_gate_basalt_normal, Basalt Fence Gate
nex:fence_gate_basalt_smooth, Smooth Basalt Fence Gate
nex:fence_gate_basalt_brick, Basalt Brick Fence Gate
nex:fence_gate_basalt_pillar, Basalt Pillar Fence Gate
nex:fence_gate_brick_nether_fiery, Fiery Nether Brick Fence Gate
nex:fence_gate_brick_nether_icy, Icy Nether Brick Fence Gate
nex:fence_gate_brick_nether_lively, Lively Nether Brick Fence Gate
nex:fence_gate_brick_nether_gloomy, Gloomy Nether Brick Fence Gate
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Abyssalnite Pipe Piece
plustic:pipe_piece:0, Refined Coralium Pipe Piece
plustic:pipe_piece:0, Dreadium Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Plastic Pipe Piece
plustic:pipe_piece:0, Pink Slime Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Crystal Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, material.aeonsteel.name Pipe Piece
plustic:pipe_piece:0, material.queensgold.name Pipe Piece
plustic:pipe_piece:0, material.dogbearium.name Pipe Piece
plustic:pipe_piece:0, material.sinisterium.name Pipe Piece
plustic:pipe_piece:0, material.nihilite.name Pipe Piece
plustic:pipe_piece:0, material.orichalcum.name Pipe Piece
plustic:pipe_piece:0, material.pandorium.name Pipe Piece
plustic:pipe_piece:0, material.rosegold.name Pipe Piece
plustic:pipe_piece:0, material.platinum.name Pipe Piece
plustic:pipe_piece:0, material.brass.name Pipe Piece
plustic:pipe_piece:0, material.valyriansteel.name Pipe Piece
plustic:pipe_piece:0, material.froststeel.name Pipe Piece
plustic:pipe_piece:0, material.resonatingcrystal.name Pipe Piece
plustic:pipe_piece:0, material.pureardite.name Pipe Piece
plustic:pipe_piece:0, material.purecobalt.name Pipe Piece
plustic:pipe_piece:0, material.puremanyullyn.name Pipe Piece
plustic:pipe_piece:0, material.glass.name Pipe Piece
plustic:pipe_piece:0, material.purifiedgold.name Pipe Piece
plustic:pipe_piece:0, material.purifiedsilver.name Pipe Piece
plustic:pipe_piece:0, material.cheese.name Pipe Piece
plustic:pipe_piece:0, material.bread.name Pipe Piece
plustic:pipe_piece:0, material.melon.name Pipe Piece
plustic:pipe_piece:0, material.redcandy.name Pipe Piece
plustic:pipe_piece:0, material.greencandy.name Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, material.emerald.name Pipe Piece
plustic:pipe_piece:0, material.diamond.name Pipe Piece
plustic:pipe_piece:0, material.starsapphire.name Pipe Piece
plustic:pipe_piece:0, material.starruby.name Pipe Piece
plustic:pipe_piece:0, material.citrine.name Pipe Piece
plustic:pipe_piece:0, material.ghasttear.name Pipe Piece
plustic:pipe_piece:0, material.quartz.name Pipe Piece
plustic:pipe_piece:0, material.glowstonecrystal.name Pipe Piece
plustic:pipe_piece:0, material.enderpearl.name Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, material.lapis.name Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, material.garnet.name Pipe Piece
plustic:pipe_piece:0, material.opal.name Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amber Pipe Piece
plustic:pipe_piece:0, material.gallite.name Pipe Piece
plustic:pipe_piece:0, material.sundrop.name Pipe Piece
plustic:pipe_piece:0, material.voidite.name Pipe Piece
plustic:pipe_piece:0, material.solarium.name Pipe Piece
plustic:pipe_piece:0, material.dragonsteel.name Pipe Piece
plustic:pipe_piece:0, material.blacksteel.name Pipe Piece
plustic:pipe_piece:0, material.abyssalium.name Pipe Piece
plustic:pipe_piece:0, material.depthsilver.name Pipe Piece
plustic:pipe_piece:0, material.moonsilver.name Pipe Piece
plustic:pipe_piece:0, material.novagold.name Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:pipe_piece:0, Fusewood Pipe Piece
plustic:pipe_piece:0, Ghostwood Pipe Piece
plustic:pipe_piece:0, Darkwood Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Crystal Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Nickel Battery Cell
plustic:battery_cell:0, Fluix Crystal Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
plustic:plustic.molten_terrasteel, Molten Terrasteel
plustic:plustic.molten_elementium, Molten Elementium
plustic:plustic.molten_manasteel, Molten Manasteel
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
plustic:plustic.molten_mirion, Molten Mirion
primal:firepit, Fire Pit
primal:brickform, Brick Form
primal:hibachi, Mud Brick Hibachi
primal:cauldron, Iron Cauldron
primal:kiln_adobe, Adobe Brick Kiln
primal:kiln_air, tile.kiln_air.name
primal:drying_rack:0, Oak Drying Rack
primal:drying_rack:1, Spruce Drying Rack
primal:drying_rack:2, Birch Drying Rack
primal:drying_rack:3, Jungle Drying Rack
primal:drying_rack:4, Acacia Drying Rack
primal:drying_rack:5, Dark Oak Drying Rack
primal:drying_rack:6, Ironwood Drying Rack
primal:drying_rack:7, Yew Drying Rack
primal:drying_rack:8, Lacquer Drying Rack
primal:drying_rack:9, Corphyry Drying Rack
primal:fish_trap:0, Oak Fish Trap
primal:fish_trap:1, Spruce Fish Trap
primal:fish_trap:2, Birch Fish Trap
primal:fish_trap:3, Jungle Fish Trap
primal:fish_trap:4, Acacia Fish Trap
primal:fish_trap:5, Dark Oak Fish Trap
primal:fish_trap:6, Ironwood Fish Trap
primal:fish_trap:7, Yew Fish Trap
primal:fish_trap:8, Lacquer Fish Trap
primal:fish_trap:9, Corphyry Fish Trap
primal:shelf_half:0, Oak Shelf
primal:shelf_half:1, Spruce Shelf
primal:shelf_half:2, Birch Shelf
primal:shelf_half:3, Jungle Shelf
primal:shelf_half:4, Acacia Shelf
primal:shelf_half:5, tile.shelf_half_dark_oak.name
primal:shelf_half:6, Ironwood Shelf
primal:shelf_half:7, Yew Shelf
primal:shelf_half:8, Lacquer Shelf
primal:shelf_half:9, Corphyry Shelf
primal:worktable_slab:0, Oak Crafting Table
primal:worktable_slab:1, Spruce Crafting Table
primal:worktable_slab:2, Birch Crafting Table
primal:worktable_slab:3, Jungle Crafting Table
primal:worktable_slab:4, Acacia Crafting Table
primal:worktable_slab:5, Dark Oak Crafting Table
primal:worktable_slab:6, Ironwood Crafting Table
primal:worktable_slab:7, Yew Crafting Table
primal:worktable_slab:8, Lacquer Crafting Table
primal:worktable_slab:9, Corphyry Crafting Table
primal:worktable_shelf:0, Oak Crafting Table
primal:worktable_shelf:1, Spruce Crafting Table
primal:worktable_shelf:2, Birch Crafting Table
primal:worktable_shelf:3, Jungle Crafting Table
primal:worktable_shelf:4, Acacia Crafting Table
primal:worktable_shelf:5, Dark Oak Crafting Table
primal:worktable_shelf:6, Ironwood Crafting Table
primal:worktable_shelf:7, Yew Crafting Table
primal:worktable_shelf:8, Lacquer Crafting Table
primal:worktable_shelf:9, Corphyry Crafting Table
primal:ash_bin:0, Oak Ash Bin
primal:ash_bin:1, Spruce Ash Bin
primal:ash_bin:2, Birch Ash Bin
primal:ash_bin:3, Jungle Wood Ash Bin
primal:ash_bin:4, Acacia Ash Bin
primal:ash_bin:5, tile.ash_bin_dark_oak.name
primal:ash_bin:6, Ironwood Ash Bin
primal:ash_bin:7, Yew Ash Bin
primal:ash_bin:8, Lacquer Ash Bin
primal:ash_bin:9, Corphyry Ash Bin
primal:hardened_stone:0, Hardened Stone
primal:hardened_stone:1, Orange Hardened Stone
primal:hardened_stone:2, Magenta Hardened Stone
primal:hardened_stone:3, Light Blue Hardened Stone
primal:hardened_stone:4, Yellow Hardened Stone
primal:hardened_stone:5, Lime Hardened Stone
primal:hardened_stone:6, Pink Hardened Stone
primal:hardened_stone:7, Gray Hardened Stone
primal:hardened_stone:8, Silver Hardened Stone
primal:hardened_stone:9, Cyan Hardened Stone
primal:hardened_stone:10, Purple Hardened Stone
primal:hardened_stone:11, Blue Hardened Stone
primal:hardened_stone:12, Brown Hardened Stone
primal:hardened_stone:13, Green Hardened Stone
primal:hardened_stone:14, Red Hardened Stone
primal:hardened_stone:15, Black Hardened Stone
primal:common_stone:0, Common Stone
primal:common_stone:1, Smooth Common Stone
primal:common_stone:2, Stacked Common Stone
primal:common_stone:3, Common Brick
primal:common_stone:4, Common Cobblestone
primal:common_stone:5, Chiseled Common Stone
primal:common_stone:6, Mysterious Common Stone
primal:common_stone:7, Common Pillar
primal:sarsen_stone:0, Sarsen Stone
primal:sarsen_stone:1, Smooth Sarsen Stone
primal:sarsen_stone:2, Stacked Sarsen Stone
primal:sarsen_stone:3, Sarsen Brick
primal:sarsen_stone:4, Sarsen Cobblestone
primal:sarsen_stone:5, Chiseled Sarsen Stone
primal:sarsen_stone:6, Mysterious Sarsen Stone
primal:sarsen_stone:7, Sarsen Pillar
primal:blue_stone:0, Bluestone
primal:blue_stone:1, Smooth Bluestone
primal:blue_stone:2, Stacked Bluestone
primal:blue_stone:3, Bluestone Brick
primal:blue_stone:4, Bluestone Cobble
primal:blue_stone:5, Chiseled Bluestone
primal:blue_stone:6, Mysterious Bluestone
primal:blue_stone:7, Bluestone Pillar
primal:ortho_stone:0, Ortho Stone
primal:ortho_stone:1, Smooth Ortho Stone
primal:ortho_stone:2, Stacked Ortho Stone
primal:ortho_stone:3, Ortho Brick
primal:ortho_stone:4, Ortho Cobblestone
primal:ortho_stone:5, Chiseled Ortho Stone
primal:ortho_stone:6, Mysterious Ortho Stone
primal:ortho_stone:7, Ortho Pillar
primal:schist_green_stone:0, Greenschist
primal:schist_green_stone:1, Smooth Greenschist
primal:schist_green_stone:2, Stacked Greenschist
primal:schist_green_stone:3, Greenschist Brick
primal:schist_green_stone:4, Greenschist Cobblestone
primal:schist_green_stone:5, Chiseled Greenschist
primal:schist_green_stone:6, Mysterious Greenschist
primal:schist_green_stone:7, Greenschist Pillar
primal:schist_blue_stone:0, Blueschist
primal:schist_blue_stone:1, Smooth Blueschist
primal:schist_blue_stone:2, Stacked Blueschist
primal:schist_blue_stone:3, Blueschist Brick
primal:schist_blue_stone:4, Blueschist Cobblestone
primal:schist_blue_stone:5, Chiseled Blueschist
primal:schist_blue_stone:6, Mysterious Blueschist
primal:schist_blue_stone:7, Blueschist Pillar
primal:purpurite_stone:0, Purpurite Stone
primal:purpurite_stone:1, Smooth Purpurite Stone
primal:purpurite_stone:2, Stacked Purpurite Stone
primal:purpurite_stone:3, Purpurite Stone Brick
primal:purpurite_stone:4, Purpurite Cobblestone
primal:purpurite_stone:5, Chiseled Purpurite Stone
primal:purpurite_stone:6, Mysterious Purpurite Stone
primal:purpurite_stone:7, Purpurite Stone Pillar
primal:ferro_stone:0, Ferrocalcite Stone
primal:ferro_stone:1, Smooth Ferrocalcite Stone
primal:ferro_stone:2, Stacked Ferrocalcite Stone
primal:ferro_stone:3, Ferrocalcite Brick
primal:ferro_stone:4, Ferrocalcite Cobblestone
primal:ferro_stone:5, Chiseled Ferrocalcite Stone
primal:ferro_stone:6, Mysterious Ferrocalcite Stone
primal:ferro_stone:7, Ferrocalcite Pillar
primal:carbonate_stone:0, Carbonate Stone
primal:carbonate_stone:1, Smooth Carbonate Stone
primal:carbonate_stone:2, Stacked Carbonate Stone
primal:carbonate_stone:3, Carbonate Brick
primal:carbonate_stone:4, Carbonate Cobblestone
primal:carbonate_stone:5, Chiseled Carbonate Brick
primal:carbonate_stone:6, Mysterious Carbonate Stone
primal:carbonate_stone:7, Carbonate Pillar
primal:ciniscotta_block:0, Ciniscotta
primal:ciniscotta_block:1, Smooth Ciniscotta
primal:ciniscotta_block:2, Stacked Ciniscotta
primal:ciniscotta_block:3, Ciniscotta Brick
primal:ciniscotta_block:4, Ciniscotta Cobble
primal:ciniscotta_block:5, Carved Ciniscotta
primal:ciniscotta_block:6, Mysterious Ciniscotta
primal:ciniscotta_block:7, Ciniscotta Pillar
primal:terracotta_block:0, Terracotta
primal:terracotta_block:1, Smooth Terracotta
